x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
Iya,Banda Aceh,Rumah,3,Sejuk,2200 VA,Tidak,6-10,1,1,1,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,1,5.0,6.0,7.0,8.0,10.0,9.0,4.0,2.0,3.0,1.0,4 - 8 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),"Januari, Februari, Maret, April, Mei, Juni, Juli, Agustus, September, Oktober, November, Desember, Tidak Ada perbedaan signifikan",Malam (19:00 - 04:59),4.0,"Mencabut semua peralatan elektroni yang tidak digunakan, k di"
Iya,Tangerang,Rumah,4,Sejuk,1300 VA,Ya,16-20,1,1,Tidak ada,Tidak ada,Tidak ada,1,2,1,Tidak ada,2,Tidak ada,1,3,Tidak ada,Tidak ada,1,9.0,7.0,6.0,5.0,8.0,3.0,4.0,1.0,2.0,10.0,< 2 jam,4 - 8 jam,> 8 jam,> 12 jam,> 12 jam,> 12 jam,1 kali,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,> 12 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Siang (11:00 - 15:59),4.0,Pake secukupnya aja lah
Iya,Sigli,Rumah,3,Sejuk,900 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,3,1,3.0,9.0,2.0,10.0,8.0,7.0,6.0,4.0,5.0,1.0,< 2 jam,< 2 jam,4 - 8 jam,4 - 8 jam,< 2 jam,2 - 4 jam,3 kali,1 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),"Maret, Tidak Ada perbedaan signifikan",Malam (19:00 - 04:59),4.0,Mengurangi pemakaian
Iya,Banda Aceh,Rumah,2,Panas,2200 VA,Tidak,6-10,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,2,Tidak ada,8.0,3.0,5.0,6.0,9.0,10.0,1.0,4.0,7.0,2.0,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,Tidak punya komputer,< 2 jam,1 kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Desember,Malam (19:00 - 04:59),3.0,Mematikan lampu jika tidak perlu
Iya,Cirebon,Rumah,5,Panas,1300 VA,Tidak,16-20,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,1,1,2,Tidak ada,1,1,4.0,3.0,9.0,5.0,10.0,6.0,2.0,7.0,8.0,1.0,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,< 2 jam,2 - 4 jam,2 kali,3 kali,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,Matikan saat tidak selesai digunakan
Iya,Jakarta,Rumah,3,Sejuk,1300 VA,Ya,16-20,1,1,1,1,Tidak ada,1,2,1,Tidak ada,Tidak ada,Tidak ada,2,4,Tidak ada,3,2,4.0,5.0,2.0,7.0,8.0,9.0,3.0,6.0,10.0,1.0,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,2 - 4 jam,4 - 8 jam,1 kali,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,9-12 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,-
Iya,Tangerang,Rumah,4,Panas,900 VA,Ya,6-10,lebih dari 5,3,lebih dari 5,1,Tidak ada,Tidak ada,Tidak ada,lebih dari 5,lebih dari 5,lebih dari 5,lebih dari 5,lebih dari 5,5,Tidak ada,lebih dari 5,4,5.0,4.0,7.0,10.0,3.0,6.0,8.0,2.0,9.0,1.0,Tidak punya TV,< 2 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Dimatiin
Iya,Tangerang,Apartemen,1,Panas,2200 VA,Ya,1-5,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,5.0,6.0,4.0,3.0,9.0,7.0,2.0,8.0,10.0,1.0,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,< 2 jam,4 - 8 jam,3 kali,1 kali,Ya,Tidak,Tidak,Tidak,Ya,Ya,Tidak,> 12 Jam,<2 Jam,<2 Jam,<2 Jam,> 12 Jam,<2 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),2.0,Matiin ac
Iya,Medan,Rumah,> 5,Sejuk,> 2200 VA,Ya,lebih dari 20,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,1,1,Tidak ada,1,1,Tidak ada,3,1,7.0,6.0,2.0,3.0,10.0,8.0,9.0,4.0,5.0,1.0,< 2 jam,< 2 jam,> 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,> 4 kali,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,9-12 Jam,<2 Jam,9-12 Jam,9-12 Jam,9-12 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.500.001 - Rp 2.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,matikan listrik yg sdh tdk dipakai
Iya,Magelang,Rumah,4,Sejuk,2200 VA,Ya,10-15,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,2,1,1,Tidak ada,Tidak ada,4,Tidak ada,4.0,5.0,6.0,7.0,10.0,8.0,9.0,2.0,3.0,1.0,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,< 2 jam,< 2 jam,> 4 Kali,4 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,mengurangi pemakaian listrik
Iya,Yogyakarta,Rumah,4,Panas,2200 VA,Tidak,16-20,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,3,1,1,2,Tidak ada,5,1,8.0,7.0,4.0,6.0,10.0,9.0,3.0,5.0,2.0,1.0,4 - 8 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,8 - 12 jam,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),2.0,-
Iya,Semarang,Rumah,4,Panas,2200 VA,Tidak,10-15,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,2,Tidak ada,1,4,Tidak ada,5,1,7.0,8.0,4.0,6.0,10.0,9.0,3.0,2.0,5.0,1.0,2 - 4 jam,4 - 8 jam,2 - 4 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,3 kali,3 kali,Ya,Ya,Ya,Tidak,Tidak,Ya,Tidak,3-8 Jam,<2 Jam,9-12 Jam,9-12 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,menghemat listrik
Iya,Semarang,Rumah,4,Sejuk,2200 VA,Ya,16-20,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,1,4,Tidak ada,4,1,6.0,7.0,5.0,9.0,10.0,8.0,4.0,2.0,3.0,1.0,< 2 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Pagi (05:00 - 10:59),3.0,lebih sering mematikan lampu
Iya,Jakarta,Rumah,4,Panas,> 2200 VA,Tidak,lebih dari 20,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,3,Tidak ada,1,5,1,3,1,5.0,6.0,4.0,3.0,10.0,9.0,2.0,1.0,8.0,7.0,2 - 4 jam,8 - 12 jam,> 8 jam,> 12 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,>4 Jam,Rp. 1.000.001 - Rp 1.500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),2.0,-
Iya,Jakarta,Rumah,4,Sejuk,1300 VA,Tidak,10-15,1,1,1,1,1,Tidak ada,1,1,Tidak ada,1,1,1,1,Tidak ada,3,Tidak ada,2.0,4.0,3.0,8.0,10.0,7.0,9.0,6.0,5.0,1.0,< 2 jam,< 2 jam,2 - 4 jam,4 - 8 jam,< 2 jam,4 - 8 jam,2 kali,1 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Memakai peralatan listrik secukupnya saja
Iya,Jakarta,Rumah,2,Panas,900 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,7.0,3.0,8.0,4.0,10.0,9.0,5.0,2.0,6.0,1.0,2 - 4 jam,2 - 4 jam,> 8 jam,> 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,4 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,9-12 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),"Juli, Agustus, September",Malam (19:00 - 04:59),4.0,mengurangi  penggunaan TV
Iya,Jakarta,Rumah,3,Panas,900 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,3,Tidak ada,7.0,5.0,8.0,4.0,9.0,10.0,3.0,2.0,6.0,1.0,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Juni, Juli, Agustus, September, Oktober, Tidak Ada perbedaan signifikan",Sore (16:00 - 18:59),1.0,-
Iya,Yogyakarta,Rumah,2,Sejuk,2200 VA,Tidak,6-10,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,1,Tidak ada,Tidak ada,4,1,8.0,7.0,6.0,9.0,10.0,5.0,2.0,3.0,4.0,1.0,2 - 4 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,4 kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Pagi (05:00 - 10:59),2.0,-
Iya,Jakarta,Rumah,> 5,Panas,> 2200 VA,Ya,16-20,lebih dari 5,4,4,3,3,3,1,2,1,1,5,1,lebih dari 5,3,5,2,1.0,7.0,9.0,3.0,6.0,5.0,8.0,4.0,2.0,10.0,2 - 4 jam,8 - 12 jam,< 2 jam,Tidak punya AC/kipas angin,4 - 8 jam,4 - 8 jam,3 kali,3 kali,Tidak,Ya,Ya,Tidak,Tidak,Ya,Ya,<2 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Januari, Februari, Maret, April, Mei, Juni, Juli, Agustus, September, Oktober, November, Desember, Tidak Ada perbedaan signifikan",Malam (19:00 - 04:59),3.0,Sample 54oZhbhAQ7x
Iya,Tangerang Selatan,Rumah,4,Sejuk,2200 VA,Tidak,16-20,1,Tidak ada,1,1,Tidak ada,Tidak ada,1,1,Tidak ada,2,1,1,1,1,2,1,7.0,8.0,1.0,9.0,10.0,6.0,5.0,2.0,4.0,3.0,2 - 4 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,< 2 jam,3 kali,3 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,9-12 Jam,> 12 Jam,3-8 Jam,9-12 Jam,> 12 Jam,<2 Jam,Ya,1-2 Jam,Rp. 1.500.001 - Rp 2.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Juni, Juli, Agustus",Malam (19:00 - 04:59),4.0,Dengan cara menjadwalkan kapan penggunaan listrik diperlukan dan kapan tidak diperlukan 
Iya,Bogor,Rumah,3,Sejuk,2200 VA,Tidak,10-15,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,2,1,1,4,Tidak ada,4,1,7.0,8.0,9.0,2.0,10.0,5.0,4.0,6.0,3.0,1.0,4 - 8 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,< 2 jam,4 kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Pagi (05:00 - 10:59),3.0,-
Iya,Bandung,Kos,1,Panas,900 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,4.0,5.0,8.0,3.0,2.0,9.0,7.0,6.0,10.0,1.0,< 2 jam,< 2 jam,> 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,Tidak punya setrika,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,> 12 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Terus Mengalami Kenaikan ( Hampir Tiap Bulan Naik 100.000),"Juni, Juli",Siang (11:00 - 15:59),1.0,-
Iya,Surabaya,Kos,1,Panas,900 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,2.0,3.0,4.0,5.0,6.0,9.0,7.0,10.0,8.0,1.0,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,4 - 8 jam,> 12 jam,Tidak punya mesin cuci,Tidak punya setrika,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,> 12 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),1.0,-
Iya,Jakarta,Rumah,4,Panas,1300 VA,Ya,16-20,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,3,Tidak ada,1,1,4.0,5.0,6.0,10.0,9.0,7.0,8.0,2.0,1.0,3.0,< 2 jam,< 2 jam,> 8 jam,> 12 jam,8 - 12 jam,8 - 12 jam,3 kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,> 12 Jam,3-8 Jam,> 12 Jam,> 12 Jam,> 12 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Sore (16:00 - 18:59),3.0,"Selalu mematikan listrik ketika tidak digunakan, mencari cara untuk menghemat sebisa mungkin, "
Iya,Kesamben,Rumah,3,Sejuk,900 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,1,6.0,9.0,7.0,8.0,10.0,5.0,2.0,3.0,4.0,1.0,2 - 4 jam,2 - 4 jam,< 2 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,Hanya menggunakan alat elektronik ketika diperlukan
Iya,Banten,Rumah,3,Sejuk,900 VA,Ya,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,4.0,3.0,5.0,6.0,10.0,7.0,9.0,2.0,8.0,1.0,< 2 jam,< 2 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,kurangi Pemakaian lampu berlebihan
Iya,Serang,Rumah,4,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,3,Tidak ada,4.0,3.0,7.0,8.0,10.0,6.0,9.0,1.0,5.0,2.0,2 - 4 jam,4 - 8 jam,< 2 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,1 kali,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,tidak sering memakai mesin cuci
Iya,Serang,Rumah,4,Sejuk,900 VA,Ya,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,1,3.0,4.0,6.0,7.0,10.0,5.0,9.0,2.0,8.0,1.0,Tidak punya TV,Tidak punya TV,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,2 kali,1 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Kurangi pemakaian Mesin Cuci
Iya,Serang,Rumah,5,Sejuk,1300 VA,Tidak,10-15,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,2,Tidak ada,1,1,Tidak ada,3,1,5.0,3.0,7.0,8.0,10.0,4.0,9.0,2.0,6.0,1.0,2 - 4 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,2 kali,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Februari, April, Juni, Desember",Malam (19:00 - 04:59),4.0,Mengurangi kegiatan di rumah
Iya,Jakarta,Rumah,3,Sejuk,2200 VA,Tidak,10-15,1,1,1,1,1,Tidak ada,1,1,Tidak ada,1,2,1,1,Tidak ada,2,1,3.0,2.0,5.0,7.0,10.0,8.0,9.0,6.0,4.0,1.0,< 2 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,4 - 8 jam,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,tidak lupa mematikan lampu
Iya,Jakarta,Rumah,5,Sejuk,> 2200 VA,Tidak,16-20,1,1,1,1,1,1,1,1,Tidak ada,1,1,1,4,1,3,1,2.0,3.0,6.0,7.0,10.0,8.0,9.0,4.0,5.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.500.001 - Rp 2.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,Kurangi pemakaian alat elektronik
Iya,Jakarta,Rumah,> 5,Sejuk,2200 VA,Tidak,16-20,1,1,1,1,1,1,1,1,Tidak ada,1,1,1,3,Tidak ada,2,1,2.0,3.0,8.0,6.0,10.0,4.0,9.0,7.0,5.0,1.0,< 2 jam,< 2 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,4 - 8 jam,2 kali,1 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,<2 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Jarang menggunakan peralatan elektronik
Iya,Banten,Rumah,4,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,5.0,3.0,4.0,6.0,10.0,7.0,9.0,2.0,8.0,1.0,< 2 jam,< 2 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,3-8 Jam,<2 Jam,<2 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Februari, April, Mei, Desember",Malam (19:00 - 04:59),4.0,Mematikan lampu sebelum tidur
