x35_mapped,x36_mapped,x37_mapped,x38_mapped,x39_mapped,x40_mapped,x50_mapped,x51_mapped,x52_mapped,x53_mapped,x54_mapped,x55_mapped,x57_mapped,x41_mapped,x42_mapped,x1_mapped,x5_mapped,x7_mapped,x43_mapped,x44_mapped,x45_mapped,x46_mapped,x47_mapped,x48_mapped,x49_mapped,x56_mapped,x6_mapped,x8_mapped,x9_mapped,x10_mapped,x11_mapped,x12_mapped,x13_mapped,x14_mapped,x15_mapped,x16_mapped,x17_mapped,x18_mapped,x19_mapped,x20_mapped,x21_mapped,x22_mapped,x23_mapped,x24_mapped,x4_mapped,x3_mapped,x58_mapped,Unnamed: 0,label_kenaikan
4,4,8,12,4,8,8,12,8,8,8,14,0.0,3,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,13,1,0,1,1,1,0,1,1,0,1,2,1,3,0,2,1,4,1.0,,241,0
2,2,8,8,4,4,8,12,2,2,8,14,0.0,2,2,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,2200,13,1,1,1,1,0,1,2,1,0,1,2,1,3,0,2,1,4,1.0,,242,0
4,4,8,12,4,8,8,12,8,8,12,14,0.0,3,2,1,0,1,1,1,0.0,0.0,1.0,0.0,1.0,1,2200,18,1,0,1,1,0,1,2,1,0,1,2,1,4,0,2,1,5,1.0,,243,0
4,4,8,12,12,8,8,12,8,8,8,14,0.0,2,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,13,1,0,1,1,1,0,0,1,0,1,3,1,2,1,2,1,3,1.0,,244,0
4,4,8,12,8,8,8,12,8,8,8,12,0.0,2,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0,2200,13,1,1,1,1,0,0,1,1,0,1,2,1,3,0,1,1,3,1.0,,245,0
8,12,0,0,0,0,2,14,2,2,8,8,0.0,2,2,1,1,0,0,1,0.0,0.0,1.0,0.0,1.0,1,900,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,3.0,,246,1
8,8,8,4,0,0,8,12,8,8,8,8,0.0,0,2,1,1,0,0,1,0.0,0.0,1.0,1.0,1.0,1,900,8,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,6,1.0,,247,0
2,4,2,2,0,0,8,2,8,8,8,14,0.0,0,5,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0,2200,18,2,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,5,1.0,,248,0
4,8,2,2,2,2,14,14,12,14,14,8,0.0,0,3,1,0,0,1,1,1.0,1.0,1.0,1.0,1.0,0,2200,8,1,0,2,0,1,0,2,1,0,1,0,1,1,0,1,0,6,1.0,,249,1
2,2,8,8,4,4,8,2,2,8,8,8,0.0,1,5,1,0,0,0,1,0.0,0.0,1.0,0.0,0.0,1,1300,13,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,4,1.0,,250,0
8,8,8,4,4,4,2,8,8,2,2,8,0.0,3,2,1,0,0,0,1,1.0,0.0,1.0,0.0,1.0,0,1300,8,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,3,1.0,,251,0
12,12,4,8,2,2,8,8,8,8,2,8,0.0,3,3,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,5,1.0,,252,0
8,4,8,8,0,0,8,2,2,8,2,8,0.0,5,3,1,0,1,0,1,0.0,0.0,0.0,1.0,0.0,1,3500,8,1,0,1,0,0,0,1,1,0,1,0,2,0,0,2,2,5,1.0,,253,1
4,8,8,8,2,4,8,8,12,12,8,12,0.0,4,4,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1,2200,22,1,0,1,1,1,1,1,1,0,1,1,1,1,0,3,1,4,1.0,,254,0
4,8,8,12,8,4,8,2,2,8,8,8,0.0,2,3,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1,2200,18,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,3,1.0,,255,0
8,12,4,4,4,2,8,2,2,2,8,8,0.0,1,1,1,1,0,1,1,0.0,0.0,1.0,1.0,0.0,0,2200,18,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,5,1.0,,256,0
4,8,0,0,0,0,12,14,2,8,12,8,0.0,3,5,1,0,0,1,1,0.0,0.0,1.0,1.0,1.0,1,900,3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,4,1.0,,257,0
2,2,2,2,12,4,2,2,2,2,8,8,0.0,5,3,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,2200,13,1,0,1,0,0,0,3,1,0,3,3,1,0,0,1,1,6,1.0,,258,0
4,8,0,0,0,0,14,2,2,2,8,12,0.0,5,5,1,0,0,1,1,0.0,1.0,1.0,1.0,1.0,0,1300,8,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,4,1.0,,259,0
4,4,2,2,0,0,8,2,2,2,2,8,0.0,2,2,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1300,8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,6,1.0,,260,0
0,0,0,2,0,0,14,14,2,2,2,14,0.0,0,0,1,0,0,1,1,0.0,0.0,1.0,1.0,1.0,1,900,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1.0,,261,0
12,14,2,2,2,2,8,8,8,8,8,8,0.0,4,5,1,1,0,1,1,0.0,0.0,0.0,1.0,0.0,0,1300,8,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,4,1.0,,262,1
2,2,2,4,0,0,8,14,8,8,14,12,0.0,3,3,1,1,0,0,1,0.0,0.0,1.0,0.0,1.0,0,1300,13,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,3,1.0,,263,0
4,8,0,0,0,0,8,2,2,8,8,8,0.0,1,1,1,0,0,1,1,0.0,1.0,0.0,1.0,0.0,1,1300,8,2,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,6,1.0,,264,0
4,8,8,14,2,2,12,14,8,12,14,8,0.0,2,1,1,1,0,0,1,0.0,1.0,1.0,0.0,1.0,1,1300,13,2,0,1,0,1,0,0,0,0,2,1,3,0,0,2,2,6,1.0,,265,0
12,12,2,2,2,2,8,14,2,2,8,8,0.0,2,1,1,0,0,1,1,0.0,0.0,1.0,1.0,1.0,1,3500,3,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,3,1.0,,266,0
8,12,8,8,2,2,8,12,8,8,8,8,0.0,4,2,1,0,1,0,1,0.0,0.0,1.0,0.0,1.0,1,2200,13,1,1,1,0,0,0,0,1,0,2,0,1,2,0,2,1,4,1.0,,267,0
12,12,12,12,8,8,2,8,2,2,8,8,0.0,4,5,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0,2200,22,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,5,1.0,,268,0
8,12,0,0,0,0,8,14,14,12,14,12,0.0,0,3,1,0,0,0,1,1.0,0.0,1.0,0.0,1.0,1,1300,13,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,6,1.0,,269,0
8,12,8,12,2,2,8,14,8,8,8,8,0.0,5,5,1,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,3500,13,1,1,1,0,1,0,0,0,1,2,0,1,3,0,1,1,3,1.0,,270,1
4,8,8,8,4,4,2,12,8,12,8,8,0.0,5,4,1,1,1,0,1,0.0,1.0,0.0,0.0,1.0,1,1300,8,1,1,1,1,1,0,1,1,0,2,1,1,1,0,3,1,3,1.0,,271,0
4,8,8,12,8,4,2,2,8,8,8,12,0.0,5,5,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,1,1300,8,2,1,1,0,1,0,1,1,0,1,0,1,0,0,2,1,4,1.0,,272,0
4,8,0,0,0,0,14,14,8,8,14,8,0.0,3,5,1,1,0,0,1,0.0,0.0,1.0,0.0,1.0,1,900,8,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,4,1.0,,273,1
8,12,8,8,12,2,14,2,12,12,14,8,0.0,1,1,1,1,0,1,1,0.0,0.0,1.0,1.0,0.0,1,1300,8,1,0,1,0,0,0,1,0,0,1,0,1,2,0,1,1,3,1.0,,274,0
8,4,2,2,2,2,8,2,8,12,8,8,0.0,3,3,1,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1,2200,13,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,5,1.0,,275,1
8,12,2,2,4,4,2,14,8,8,8,12,2.0,4,1,1,0,0,0,1,0.0,0.0,1.0,0.0,1.0,1,900,13,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,5,1.0,,276,0
8,12,4,8,8,12,14,14,12,12,8,2,0.0,5,5,1,0,0,1,1,0.0,0.0,0.0,1.0,1.0,1,1300,13,2,1,1,0,1,0,1,2,2,2,0,1,0,0,2,1,5,1.0,,277,0
0,0,0,0,0,4,12,12,8,2,12,12,0.0,0,5,1,1,0,0,1,0.0,0.0,1.0,0.0,1.0,1,900,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1.0,,278,1
2,2,2,2,0,0,8,14,2,8,8,8,0.0,3,4,1,0,0,1,1,0.0,1.0,0.0,0.0,1.0,1,1300,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4,1.0,,279,0
4,4,8,8,0,0,8,12,2,8,8,12,0.0,0,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,8,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,3,4.0,,280,0
4,4,8,12,4,4,8,12,2,8,12,14,0.0,2,2,1,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1,2200,18,1,0,1,1,1,1,1,1,0,1,1,1,3,0,2,1,4,1.0,,281,0
4,4,8,12,4,8,8,12,2,8,12,14,0.0,3,2,1,0,1,1,1,0.0,0.0,1.0,0.0,1.0,1,3500,22,1,1,1,1,1,1,2,1,0,1,2,1,3,0,1,1,4,1.0,,282,0
4,2,8,12,4,4,8,12,2,8,12,8,0.0,5,5,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1300,13,1,0,1,0,1,0,2,2,0,1,0,1,0,0,2,0,5,1.0,,283,1
4,12,4,12,0,0,12,14,14,14,14,12,0.0,0,2,1,1,0,1,0,1.0,1.0,1.0,0.0,1.0,1,450,8,0,0,1,0,0,0,0,2,0,2,0,1,0,0,1,0,4,1.0,,284,0
8,8,2,2,0,0,12,14,12,2,2,2,0.0,3,3,1,1,0,1,1,1.0,1.0,1.0,1.0,1.0,1,900,8,1,0,1,1,0,0,0,2,0,1,0,1,0,0,1,1,5,1.0,,285,0
