,x1,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x60,x62
89,Iya,Rumah,4,Panas,1300 VA,Ya,16-20,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,3,Tidak ada,1,1,< 2 jam,< 2 jam,> 8 jam,> 12 jam,8 - 12 jam,8 - 12 jam,3 kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,> 12 Jam,3-8 Jam,> 12 Jam,> 12 Jam,> 12 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,3.0
90,Iya,Rumah,3,Sejuk,900 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,1,2 - 4 jam,2 - 4 jam,< 2 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,3.0
91,Iya,Rumah,3,Sejuk,900 VA,Ya,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,< 2 jam,< 2 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
92,Iya,Rumah,4,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,3,Tidak ada,2 - 4 jam,4 - 8 jam,< 2 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,1 kali,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
93,Iya,Rumah,4,Sejuk,900 VA,Ya,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,1,Tidak punya TV,Tidak punya TV,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,2 kali,1 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
94,Iya,Rumah,5,Sejuk,1300 VA,Tidak,10-15,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,2,Tidak ada,1,1,Tidak ada,3,1,2 - 4 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,2 kali,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,"Februari, April, Juni, Desember",4.0
95,Iya,Rumah,3,Sejuk,2200 VA,Tidak,10-15,1,1,1,1,1,Tidak ada,1,1,Tidak ada,1,2,1,1,Tidak ada,2,1,< 2 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,4 - 8 jam,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
96,Iya,Rumah,5,Sejuk,> 2200 VA,Tidak,16-20,1,1,1,1,1,1,1,1,Tidak ada,1,1,1,4,1,3,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.500.001 - Rp 2.000.000,Tidak Ada perbedaan signifikan,3.0
97,Iya,Rumah,> 5,Sejuk,2200 VA,Tidak,16-20,1,1,1,1,1,1,1,1,Tidak ada,1,1,1,3,Tidak ada,2,1,< 2 jam,< 2 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,4 - 8 jam,2 kali,1 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,<2 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
98,Iya,Rumah,4,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,< 2 jam,< 2 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,3-8 Jam,<2 Jam,<2 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,"Februari, April, Mei, Desember",4.0
99,Iya,Rumah,3,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,1,1,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,3,Tidak ada,2 - 4 jam,2 - 4 jam,< 2 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,<2 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
100,Iya,Rumah,2,Sejuk,1300 VA,Tidak,6-10,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,Tidak ada,< 2 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
101,Iya,Rumah,4,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,Tidak ada,2 - 4 jam,2 - 4 jam,< 2 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
102,Iya,Rumah,3,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,2 - 4 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
103,Iya,Rumah,3,Sejuk,450 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,2 - 4 jam,2 - 4 jam,< 2 jam,2 - 4 jam,< 2 jam,Tidak punya komputer,Tidak punya mesin cuci,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
104,Iya,Rumah,5,Sejuk,900 VA,Ya,6-10,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,< 2 jam,< 2 jam,< 2 jam,< 2 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
105,Iya,Rumah,5,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,2,1,< 2 jam,< 2 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,"Juni, Juli, Desember, Tidak Ada perbedaan signifikan",4.0
106,Iya,Rumah,4,Sejuk,1300 VA,Ya,6-10,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,< 2 jam,< 2 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
107,Iya,Rumah,3,Sejuk,1300 VA,Tidak,6-10,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,1,2 - 4 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,"Maret, April, Desember",4.0
108,Iya,Rumah,4,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,Tidak ada,< 2 jam,< 2 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
109,Iya,Rumah,4,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,2,Tidak ada,2 - 4 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,9-12 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
110,Iya,Rumah,5,Sejuk,1300 VA,Ya,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,2,1,2 - 4 jam,< 2 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,9-12 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
111,Iya,Rumah,5,Sejuk,1300 VA,Tidak,6-10,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,3,1,2 - 4 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
112,Iya,Rumah,4,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,3,Tidak ada,2 - 4 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,1-2 Jam,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
113,Iya,Rumah,> 5,Sejuk,> 2200 VA,Tidak,16-20,1,1,1,1,1,1,1,1,Tidak ada,2,3,1,4,1,3,1,2 - 4 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,8 - 12 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 1.500.001 - Rp 2.000.000,Tidak Ada perbedaan signifikan,4.0
114,Iya,Rumah,> 5,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,4,1,2 - 4 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
115,Iya,Rumah,5,Sejuk,2200 VA,Tidak,16-20,1,Tidak ada,1,1,1,1,1,1,Tidak ada,2,1,1,4,Tidak ada,2,1,2 - 4 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,8 - 12 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
116,Iya,Rumah,2,Panas,1300 VA,Ya,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,1,1,< 2 jam,< 2 jam,4 - 8 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,1 kali,1 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,9-12 Jam,> 12 Jam,<2 Jam,<2 Jam,> 12 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
117,Iya,Rumah,5,Sejuk,1300 VA,Tidak,16-20,1,Tidak ada,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,2,2,1,2,Tidak ada,1,1,> 8 jam,> 12 jam,> 8 jam,> 12 jam,> 12 jam,> 12 jam,> 4 Kali,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,9-12 Jam,9-12 Jam,9-12 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.500.001 - Rp 2.000.000,Tidak Ada perbedaan signifikan,3.0
118,Iya,Rumah,> 5,Sejuk,1300 VA,Ya,10-15,1,1,1,1,1,1,1,Tidak ada,Tidak ada,2,1,1,3,Tidak ada,3,Tidak ada,< 2 jam,< 2 jam,> 8 jam,> 12 jam,4 - 8 jam,4 - 8 jam,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
119,Iya,Rumah,5,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,1,3,Tidak ada,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
120,Iya,Rumah,> 5,Sejuk,2200 VA,Tidak,16-20,1,1,1,1,1,Tidak ada,Tidak ada,1,Tidak ada,2,Tidak ada,1,3,Tidak ada,3,1,2 - 4 jam,2 - 4 jam,2 - 4 jam,8 - 12 jam,4 - 8 jam,Tidak punya komputer,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
121,Iya,Rumah,4,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,"April, Mei, Juli, Desember",4.0
122,Iya,Rumah,4,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,3 kali,3 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,TIdak,>4 Jam,< Rp. 500.000,"Juni, Juli, Agustus",4.0
123,Iya,Rumah,4,Sejuk,1300 VA,Ya,10-15,1,Tidak ada,1,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,1,2,1,< 2 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,"Februari, Maret, April, Juni, Juli, Desember",4.0
124,Iya,Rumah,> 5,Sejuk,2200 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,1,Tidak ada,2 - 4 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,1-2 Jam,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
125,Iya,Rumah,3,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,1,1,2,Tidak ada,2,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Ya,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
126,Iya,Rumah,5,Sejuk,1300 VA,Ya,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,< 2 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
127,Iya,Rumah,5,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,1,3,1,2 - 4 jam,2 - 4 jam,2 - 4 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
128,Iya,Rumah,3,Sejuk,1300 VA,Ya,10-15,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,1,1,1,< 2 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
129,Iya,Rumah,4,Sejuk,900 VA,Tidak,10-15,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,4,Tidak ada,2 - 4 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,3 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Ya,9-12 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,"Juni, Juli, Desember",4.0
130,Iya,Rumah,4,Sejuk,900 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,Tidak ada,2 - 4 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
131,Iya,Rumah,4,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,1,1,1,Tidak ada,1,1,1,3,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,3 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,> 12 Jam,> 12 Jam,Ya,1-2 Jam,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
132,Iya,Rumah,3,Sejuk,1300 VA,Tidak,10-15,1,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,2,Tidak ada,< 2 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,9-12 Jam,> 12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
133,Iya,Rumah,3,Sejuk,1300 VA,Tidak,10-15,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,2,Tidak ada,4 - 8 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
134,Iya,Rumah,5,Sejuk,1300 VA,Tidak,10-15,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,1,1,Tidak ada,1,2,1,2,1,2 - 4 jam,2 - 4 jam,2 - 4 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Ya,9-12 Jam,9-12 Jam,3-8 Jam,<2 Jam,3-8 Jam,> 12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,"April, Mei, Juli, Desember",4.0
